EEG,alpha,beta,delta,theta
-3.83911,-0.221655,1.15424,-1.82645,-0.463838
-3.75366,-0.354374,1.59575,-1.91464,-0.452516
-4.14429,-0.447793,1.30516,-1.98236,-0.428197
-4.81568,-0.485703,0.477847,-2.02826,-0.394618
-5.35279,-0.458095,-0.408534,-2.05124,-0.355908
-5.16968,-0.362865,-0.891081,-2.05045,-0.316284
-3.86963,-0.206643,-0.785897,-2.02531,-0.279738
-1.87378,-0.0045972,-0.268593,-1.97551,-0.249741
-1.74561,0.220879,0.259672,-1.90104,-0.228988
-2.9541,0.442499,0.426481,-1.80218,-0.219215
-4.48609,0.631233,0.108874,-1.6795,-0.221072
-4.24805,0.759891,-0.502798,-1.53388,-0.234059
-3.49732,0.806748,-1.02519,-1.36648,-0.256534
-4.04663,0.758728,-1.10898,-1.17874,-0.285814
-4.04663,0.613695,-0.638922,-0.97235,-0.31834
-3.79639,0.38149,0.205221,-0.749271,-0.349907
-2.03247,0.0835485,1.05426,-0.511678,-0.375924
-0.793458,-0.248943,1.55208,-0.261966,-0.391724
-0.10376,-0.578271,1.53333,-0.00271491,-0.392872
-0.732422,-0.864523,1.07703,0.263329,-0.375471
-1.77612,-1.0705,0.41818,0.533287,-0.336441
-1.7334,-1.16656,-0.211676,0.804179,-0.273774
-1.17798,-1.13473,-0.705145,1.07295,-0.186758
-0.726319,-0.971672,-1.08569,1.33653,-0.0761243
-1.53198,-0.689841,-1.40898,1.59181,0.0558902
-2.9419,-0.316757,-1.64346,1.83577,0.205581
-2.91138,0.107783,-1.63094,2.06542,0.3679
-0.408936,0.536173,-1.17183,2.27791,0.536658
2.61841,0.918632,-0.18867,2.47052,0.70478
5.47486,1.20931,1.14346,2.64071,0.864614
7.29371,1.37212,2.40268,2.78615,1.0083
8.55713,1.38547,3.08496,2.90477,1.1282
9.50928,1.24528,2.84787,2.99473,1.21727
8.65479,0.965863,1.6964,3.05452,1.2695
5.97535,0.578418,0.000590104,3.08293,1.2802
2.53296,0.127367,-1.66827,3.0791,1.24627
-0.164795,-0.335107,-2.79082,3.04249,1.16645
-1.94092,-0.755592,-3.10291,2.97295,1.04146
-3.49121,-1.08619,-2.64839,2.87065,0.874025
-4.45557,-1.29049,-1.67885,2.73616,0.66887
-5.5481,-1.34799,-0.488193,2.57041,0.432514
-4.6753,-1.2563,0.703515,2.37467,0.172998
-2.66724,-1.03112,1.75747,2.15057,-0.100461
-0.903321,-0.703741,2.54639,1.90007,-0.377847
0.109863,-0.316709,2.89899,1.62545,-0.648714
-0.427246,0.0820111,2.63359,1.32925,-0.902584
-0.854493,0.445445,1.67708,1.01429,-1.12939
-2.28272,0.733654,0.185542,0.683625,-1.31995
-3.86353,0.918568,-1.43798,0.340509,-1.46643
-6.51246,0.986974,-2.67408,-0.0116308,-1.56271
-9.13086,0.941351,-3.11149,-0.369235,-1.60468
-10.0952,0.798564,-2.63923,-0.728647,-1.59042
-9.15528,0.586644,-1.49058,-1.08615,-1.52023
-7.15943,0.340131,-0.113513,-1.43803,-1.39669
-6.29883,0.0946552,1.0501,-1.78058,-1.22454
-7.53174,-0.118384,1.74324,-2.11017,-1.01052
-7.4646,-0.276165,1.93696,-2.42331,-0.763136
-5.63965,-0.367151,1.74342,-2.71663,-0.492339
-3.18604,-0.391869,1.28932,-2.98697,-0.209063
-2.86255,-0.361749,0.652419,-3.23136,0.0752925
-5.24292,-0.296272,-0.103852,-3.44711,0.349378
-7.49512,-0.218879,-0.852296,-3.63182,0.602371
-7.69654,-0.152326,-1.37663,-3.78338,0.824392
-6.57959,-0.114334,-1.45346,-3.90004,1.0069
-5.63355,-0.114308,-1.00261,-3.98041,1.14305
-5.7312,-0.151648,-0.193914,-4.02349,1.22801
-6.68946,-0.215852,0.591716,-4.02864,1.25923
-7.38526,-0.288409,0.953961,-3.99565,1.23655
-7.37915,-0.346192,0.709017,-3.92469,1.16223
-7.22657,-0.365825,0.0135799,-3.81634,1.04084
-7.37305,-0.328256,-0.715816,-3.67157,0.879036
-7.76978,-0.2228,-1.04634,-3.49175,0.685283
-6.73829,-0.0499881,-0.782265,-3.27859,0.469465
-4.43726,0.177243,-0.0665764,-3.03418,0.242419
-2.35596,0.434356,0.72877,-2.76094,0.0154361
-1.05591,0.688001,1.24124,-2.46157,-0.200276
0.22583,0.900435,1.31867,-2.13909,-0.394117
1.11084,1.03494,1.05161,-1.79671,-0.556604
1.17798,1.06147,0.634482,-1.43789,-0.679836
0.372315,0.961719,0.180704,-1.06623,-0.757863
-0.695801,0.732876,-0.35049,-0.685485,-0.786952
-1.69067,0.389435,-1.05002,-0.299474,-0.765762
-3.62549,-0.0373151,-1.86122,0.087922,-0.695443
-6.0669,-0.502179,-2.46508,0.472821,-0.579655
-7.36695,-0.951064,-2.38392,0.851379,-0.424455
-4.99268,-1.32752,-1.2835,1.21983,-0.238037
-0.335694,-1.57997,0.709921,1.57455,-0.0303692
4.77906,-1.66872,2.91197,1.91205,0.187264
6.82984,-1.57171,4.32629,2.22906,0.402792
5.81055,-1.28833,4.14523,2.52255,0.603948
4.30298,-0.840618,2.23247,2.78975,0.778888
2.63062,-0.271787,-0.710884,3.02818,0.916793
0.744629,0.358044,-3.4323,3.23569,1.00843
-0.506592,0.978317,-4.7379,3.41048,1.04667
0.842286,1.51611,-4.09744,3.55109,1.0269
3.03955,1.90489,-1.90438,3.65646,0.94737
4.45557,2.09295,0.755799,3.72591,0.809352
3.9917,2.05026,2.69255,3.75917,0.617178
3.15552,1.77299,3.21363,3.75634,0.378092
2.28882,1.28498,2.40819,3.71792,0.101983
0.799561,0.635924,0.97543,3.64478,-0.199015
-2.50855,-0.103668,-0.25888,3.53818,-0.511027
-3.88794,-0.850225,-0.819692,3.39974,-0.819071
-4.43116,-1.51673,-0.767247,3.2314,-1.10777
-5.0293,-2.02305,-0.514244,3.03545,-1.36209
-6.61621,-2.30582,-0.44658,2.81444,-1.56809
-8.00782,-2.32657,-0.633236,2.57119,-1.71364
-8.31299,-2.07711,-0.821952,2.30876,-1.78901
-7.41578,-1.58142,-0.695518,2.03037,-1.78751
-5.51758,-0.893542,-0.171785,1.73942,-1.70588
-4.04663,-0.091833,0.493145,1.43942,-1.54464
-3.09448,0.729948,0.881633,1.13394,-1.30816
-2.01416,1.47359,0.736273,0.8266,-1.00462
-1.14136,2.04824,0.1766,0.521011,-0.645754
-0.45166,2.3817,-0.364947,0.220728,-0.246347
-1.01318,2.42977,-0.452681,-0.0707783,0.176393
-0.500489,2.1824,0.0224831,-0.350165,0.603648
1.66626,1.66571,0.742625,-0.614251,1.01587
3.71704,0.939586,1.17605,-0.86005,1.3937
1.67236,0.0909534,0.954233,-1.0848,1.7189
-3.49732,-0.776509,0.13738,-1.28601,1.97523
-6.46973,-1.55497,-0.826067,-1.46146,2.14933
-5.98145,-2.14589,-1.41332,-1.60925,2.23145
-3.73535,-2.47262,-1.37995,-1.72779,2.21602
-3.83911,-2.49044,-0.892337,-1.81586,2.102
-5.85328,-2.19275,-0.352558,-1.87255,1.893
-6.88477,-1.61259,-0.0636549,-1.89734,1.59724
-5.05982,-0.819151,-0.00221577,-1.89006,1.22724
-2.28882,0.0903794,0.124026,-1.85093,0.799341
0.109863,1.00263,0.583017,-1.78053,0.33296
1.67847,1.80219,1.32795,-1.67979,-0.150297
4.11377,2.38621,1.95198,-1.55,-0.627666
5.65186,2.67769,1.94537,-1.39277,-1.0763
3.36914,2.63557,1.07726,-1.21001,-1.47438
-1.78833,2.26039,-0.381329,-1.00395,-1.80222
-4.1687,1.59468,-1.77154,-0.777033,-2.04333
-2.50244,0.717967,-2.43501,-0.531965,-2.18527
-0.76294,-0.262981,-2.11469,-0.271648,-2.22035
-3.07007,-1.22744,-1.09487,0.000843405,-2.14608
-6.23169,-2.05594,0.00890109,0.282294,-1.96535
-6.28662,-2.64531,0.656709,0.569384,-1.68638
-3.05786,-2.92162,0.706204,0.858728,-1.32233
-0.219727,-2.84942,0.440444,1.14691,-0.890777
0.952149,-2.436,0.304962,1.43053,-0.412922
2.54517,-1.73031,0.55516,1.70624,0.0874147
6.09742,-0.816673,1.06355,1.97077,0.584976
9.28956,0.195812,1.41282,2.22099,1.05439
11.3342,1.1869,1.19983,2.4539,1.47151
10.8826,2.04007,0.337086,2.66667,1.81464
9.3689,2.65679,-0.850562,2.85671,2.06564
8.667,2.96817,-1.79465,3.02163,2.21086
8.52051,2.94281,-2.00845,3.15932,2.24183
8.00782,2.58963,-1.37005,3.26797,2.1558
7.61109,1.9557,-0.199093,3.34603,1.95591
6.29273,1.11949,0.911677,3.39233,1.6511
4.93164,0.180444,1.41193,3.40598,1.25566
2.31323,-0.753473,1.08354,3.38645,0.788588
-1.29395,-1.57889,0.151998,3.33357,0.272607
-4.57764,-2.20898,-0.83529,3.24748,-0.266849
-5.60913,-2.5828,-1.29796,3.1287,-0.802872
-3.83911,-2.67121,-0.929627,2.97806,-1.30842
-1.97144,-2.47848,0.13437,2.79675,-1.75775
-1.64185,-2.03998,1.37563,2.58624,-2.12771
-1.52588,-1.41616,2.15021,2.34832,-2.39898
-0.817872,-0.683945,2.01434,2.08506,-2.55705
-0.421143,0.0731503,0.950853,1.79876,-2.59294
-1.44043,0.774992,-0.618677,1.492,-2.50375
-4.03443,1.3535,-2.03664,1.16753,-2.29279
-4.57154,1.75919,-2.71675,0.828294,-1.96942
-3.47901,1.96496,-2.40068,0.47738,-1.54858
-0.665284,1.96698,-1.24839,0.117987,-1.05
1.2085,1.78292,0.260443,-0.2466,-0.497223
2.55127,1.44779,1.54755,-0.613041,0.0835814
1.97754,1.00834,2.17154,-0.977973,0.664911
1.66626,0.516727,1.9836,-1.33805,1.2193
1.03149,0.0244407,1.15719,-1.68998,1.72063
1.55029,-0.422926,0.0963867,-2.03054,2.14546
0.78125,-0.789455,-0.737125,-2.35663,2.4741
-0.317383,-1.05108,-1.01839,-2.6653,2.69168
-1.61743,-1.1962,-0.704691,-2.95373,2.78877
-1.15967,-1.22493,-0.0642547,-3.21932,2.76188
-0.286865,-1.14737,0.44739,-3.45967,2.61356
-1.46484,-0.981311,0.430008,-3.67265,2.35221
-4.48609,-0.749641,-0.213102,-3.85635,1.99158
-7.59888,-0.477779,-1.16919,-4.00917,1.54999
-8.28248,-0.191472,-1.84508,-4.12977,1.0493
-6.90918,0.0849802,-1.69135,-4.21711,0.513819
-5.13916,0.330049,-0.548611,-4.27048,-0.0310143
-3.1189,0.525974,1.19613,-4.28943,-0.559858
-0.665284,0.659565,2.75964,-4.27386,-1.04877
0.769043,0.722881,3.35506,-4.22396,-1.47641
-0.195313,0.713754,2.61158,-4.14025,-1.82505
-3.31421,0.63603,0.781737,-4.02351,-2.08139
-6.31714,0.499464,-1.38038,-3.87487,-2.23712
-6.84205,0.319206,-2.99507,-3.69568,-2.28914
-6.97022,0.114803,-3.47007,-3.4876,-2.23958
-5.85938,-0.0913426,-2.73089,-3.25252,-2.09546
-5.19409,-0.276052,-1.17634,-2.99255,-1.86818
-3.10059,-0.417813,0.566801,-2.71001,-1.57285
-1.17188,-0.499312,1.92433,-2.40741,-1.22735
0.482178,-0.509738,2.55196,-2.08742,-0.851318
2.14844,-0.446539,2.37348,-1.75284,-0.46502
3.14331,-0.31629,1.53196,-1.40657,-0.0882462
3.41797,-0.134476,0.322682,-1.05161,0.260755
2.02026,0.0759113,-0.869357,-0.691001,0.566227
1.00098,0.286878,-1.65264,-0.327823,0.815675
2.12402,0.468832,-1.754,0.034857,1.0004
4.11988,0.594472,-1.15178,0.393996,1.1158
5.83496,0.642611,-0.132483,0.746607,1.1615
5.60303,0.60136,0.803272,1.08978,1.14117
4.8523,0.470203,1.17514,1.4207,1.06219
3.03955,0.260685,0.7847,1.73671,0.934994
0.958253,-0.00448619,-0.15151,2.03528,0.772314
-0.402832,-0.29391,-1.09395,2.31407,0.588238
0.476075,-0.571301,-1.4628,2.57091,0.397301
2.89917,-0.800136,-0.959283,2.80386,0.213565
3.6377,-0.948509,0.254424,3.01119,0.049764
3.88794,-0.993514,1.61694,3.1914,-0.0834746
5.84717,-0.924569,2.43785,3.34322,-0.178237
7.86133,-0.745121,2.23617,3.46564,-0.229736
7.55616,-0.472467,0.98218,3.55791,-0.2365
3.41187,-0.135707,-0.866305,3.61952,-0.200382
0.292969,0.227829,-2.54555,3.65023,-0.126364
1.2207,0.577208,-3.30832,3.65004,-0.0221742
4.82788,0.872967,-2.75627,3.61922,0.102271
7.35474,1.08201,-1.04329,3.55827,0.235559
7.94068,1.1816,1.14996,3.46795,0.365555
8.13599,1.16199,2.88711,3.34922,0.480228
9.42994,1.02721,3.3979,3.2033,0.568479
9.25294,0.794197,2.46105,3.03159,0.620903
6.73829,0.490177,0.54236,2.83568,0.63042
2.64282,0.148943,-1.41731,2.61733,0.592755
0.128174,-0.193533,-2.48318,2.37846,0.506764
0.494385,-0.503483,-2.22521,2.12115,0.374584
2.18506,-0.753114,-0.944997,1.84758,0.201569
2.2461,-0.923334,0.517291,1.56005,-0.00398961
0.628662,-1.00512,1.2929,1.26093,-0.231352
-2.89917,-0.99944,1.00428,0.952662,-0.467965
-5.3711,-0.915859,-0.0285567,0.63772,-0.700201
-5.77393,-0.770171,-1.02219,0.318599,-0.914157
-4.59595,-0.581559,-1.24749,-0.00221114,-1.0965
-3.4729,-0.369769,-0.492668,-0.322241,-1.23528
-2.0874,-0.152692,0.820286,-0.639063,-1.32069
-0.366211,0.055334,1.91949,-0.950306,-1.34569
0.701905,0.244297,2.16,-1.25367,-1.3064
-0.384522,0.408277,1.38166,-1.54693,-1.20243
-2.69165,0.544382,-0.0521469,-1.82797,-1.03693
-4.60816,0.651248,-1.50529,-2.0948,-0.816514
-4.29688,0.727583,-2.40592,-2.34557,-0.550931
-3.43018,0.771122,-2.46347,-2.57855,-0.252585
-2.11792,0.778228,-1.69778,-2.79218,0.0641413
-0.982667,0.744249,-0.358807,-2.98508,0.383658
0.134277,0.664592,1.15269,-3.156,0.689975
1.13525,0.536321,2.33971,-3.30391,0.967543
1.92871,0.359948,2.71064,-3.42793,1.20208
1.80664,0.14103,1.98621,-3.52739,1.38138
-0.256348,-0.108822,0.339833,-3.60179,1.49594
-3.13721,-0.371842,-1.52567,-3.65081,1.53951
-5.84107,-0.625106,-2.6335,-3.67433,1.50941
-5.25513,-0.842716,-2.27436,-3.67241,1.40665
-1.64185,-0.998927,-0.526441,-3.64529,1.23595
1.2207,-1.07176,1.63973,-3.5934,1.00548
1.20239,-1.04648,2.85266,-3.51732,0.726488
-2.2522,-0.918403,2.19772,-3.41782,0.412718
-7.08619,-0.694559,-0.106908,-3.2958,0.0797216
-10.0647,-0.393918,-2.72283,-3.15234,-0.255944
-9.61915,-0.045932,-3.97157,-2.98864,-0.577578
-5.31617,0.312551,-2.91998,-2.80604,-0.869202
-0.0671387,0.641635,-0.0462383,-2.60601,-1.11638
4.05274,0.903404,3.00116,-2.39011,-1.30692
3.65601,1.06694,4.43424,-2.16003,-1.43148
0.903321,1.11264,3.47191,-1.91752,-1.48401
-1.64185,1.03515,0.823553,-1.66442,-1.46201
-2.05078,0.844463,-1.82197,-1.4026,-1.36663
0.140381,0.564836,-2.94254,-1.13402,-1.20261
2.771,0.231829,-2.16285,-0.860647,-0.977958
3.09448,-0.112351,-0.397255,-0.584498,-0.70354
1.93482,-0.424461,0.907875,-0.307588,-0.392498
0.378418,-0.66608,0.852781,-0.0319383,-0.0595997
-0.128174,-0.808833,-0.305535,0.240442,0.279492
0.457764,-0.838235,-1.43336,0.507566,0.608976
2.06299,-0.755574,-1.44512,0.767481,0.913638
4.26636,-0.577545,-0.158077,1.01828,1.17952
7.74537,-0.333702,1.56571,1.25812,1.39454
9.33228,-0.0620881,2.48138,1.48522,1.54897
8.06275,0.196331,1.91044,1.6979,1.63591
4.88892,0.403627,0.254076,1.89455,1.65153
2.83814,0.530388,-1.30965,2.07366,1.59514
4.08936,0.559886,-1.70448,2.23383,1.46914
7.53174,0.490376,-0.744998,2.37379,1.27883
9.64356,0.335202,0.746926,2.49241,1.03213
7.35474,0.120727,1.56765,2.58868,0.739213
1.9043,-0.117662,1.02038,2.66174,0.411944
-3.03345,-0.340919,-0.588301,2.7109,0.0633601
-4.13208,-0.512242,-2.18716,2.73561,-0.292925
-2.02026,-0.602617,-2.70856,2.7355,-0.643279
-0.0976563,-0.595179,-1.81048,2.71034,-0.974578
0.0610352,-0.487763,-0.0477173,2.6601,-1.2747
-0.0854493,-0.2933,1.58009,2.58489,-1.53296
-0.140381,-0.0380052,2.32412,2.48501,-1.74044
0.219727,0.242363,2.1086,2.36095,-1.89026
1.77002,0.507615,1.41605,2.21337,-1.97765
2.86255,0.718856,0.797236,2.0431,-2.00003
2.78931,0.844035,0.430325,1.85116,-1.957
1.61133,0.862537,0.0695178,1.63874,-1.85028
-1.43433,0.768185,-0.617417,1.40719,-1.68358
-5.15137,0.570236,-1.63754,1.158,-1.46236
-7.88575,0.292215,-2.54757,0.892854,-1.19359
-7.78809,-0.0312682,-2.73165,0.613537,-0.885447
-5.27344,-0.359243,-1.86908,0.321989,-0.547018
-2.62451,-0.649955,-0.22504,0.020276,-0.188041
-3.42407,-0.866482,1.46805,-0.289419,0.181369
-5.0293,-0.981614,2.45962,-0.604811,0.550961
-3.89405,-0.981352,2.4373,-0.923534,0.910592
-1.11084,-0.866559,1.6704,-1.24316,1.25045
1.37329,-0.652585,0.758455,-1.56121,1.56123
1.34888,-0.366987,0.188487,-1.87517,1.83432
0.292969,-0.0457326,0.0267625,-2.18251,2.0619
-0.549317,0.27159,-0.048281,-2.48072,2.2372
-0.897217,0.546936,-0.424813,-2.76728,2.35462
-2.06299,0.748665,-1.20461,-3.03975,2.40995
-3.41797,0.855426,-2.08051,-3.29571,2.40047
-5.07202,0.858547,-2.52457,-3.53284,2.32501
-6.60401,0.762685,-2.14082,-3.74893,2.18409
-6.45752,0.584746,-0.931819,-3.9419,1.97989
-4.63257,0.351256,0.692855,-4.10979,1.71629
-1.65405,0.0945244,2.14778,-4.25082,1.39884
-0.512696,-0.151857,2.96891,-4.36341,1.03472
-1.33057,-0.357521,2.98752,-4.44614,0.632711
-2.56348,-0.4992,2.30776,-4.49784,0.202972
-2.90528,-0.563502,1.162,-4.51752,-0.243113
-4.18091,-0.548258,-0.215352,-4.50447,-0.693232
-7.01294,-0.46228,-1.60844,-4.45821,-1.13447
-10.6201,-0.323589,-2.76433,-4.37852,-1.5537
-12.1948,-0.156428,-3.36797,-4.26544,-1.93796
-12.0667,0.0124197,-3.12974,-4.11931,-2.27491
-12.1582,0.157484,-1.96144,-3.9407,-2.55326
-11.6272,0.258129,-0.118366,-3.73048,-2.76318
-8.77076,0.301322,1.82263,-3.4898,-2.89668
-4.95606,0.283308,3.18207,-3.22005,-2.94797
-3.08838,0.209928,3.48997,-2.9229,-2.91374
-4.22974,0.0955697,2.71124,-2.60027,-2.79337
-6.23169,-0.0391224,1.24724,-2.25433,-2.58902
-5.79834,-0.170399,-0.287909,-1.88747,-2.30564
-4.35181,-0.274945,-1.38038,-1.50232,-1.95089
-2.48413,-0.33334,-1.83566,-1.10168,-1.53495
-2.63062,-0.332985,-1.78944,-0.688517,-1.07021
-3.35083,-0.270134,-1.53171,-0.265959,-0.570859
-4.44336,-0.150687,-1.27712,0.162755,-0.0524169
-3.76587,0.0104393,-1.03333,0.594291,0.46881
-1.27564,0.191268,-0.642224,1.02525,0.976322
2.34375,0.365742,0.0481889,1.45219,1.45402
5.70069,0.507301,1.00551,1.87167,1.88675
7.04956,0.592609,1.9534,2.28023,2.2608
7.73316,0.604977,2.48095,2.67452,2.56445
7.25708,0.537023,2.26645,3.05124,2.78835
7.92237,0.392103,1.28637,3.40722,2.92594
8.80738,0.18429,-0.121067,3.73945,2.97368
7.84302,-0.0631485,-1.39404,4.04509,2.9311
5.34058,-0.320518,-2.02792,4.32151,2.80085
3.13721,-0.55536,-1.84732,4.56629,2.58856
2.74658,-0.736595,-1.10465,4.77729,2.30258
3.91236,-0.83865,-0.328019,4.95266,1.95369
3.39356,-0.845034,0.00990344,5.09085,1.55457
1.61133,-0.750845,-0.194749,5.1906,1.11939
-0.286865,-0.563794,-0.59195,5.25104,0.663177
-0.158692,-0.303575,-0.604369,5.27158,0.201215
1.84326,0.000348142,0.15456,5.25204,-0.251529
4.92554,0.312274,1.54084,5.19256,-0.680943
8.08716,0.594678,2.86865,5.09368,-1.07422
8.91724,0.812933,3.27908,4.95629,-1.42029
7.18384,0.939714,2.28144,4.78163,-1.71016
2.28272,0.958518,0.120213,4.5713,-1.93718
-2.75269,0.865859,-2.29116,4.32723,-2.09719
-4.75464,0.671859,-3.85449,4.05167,-2.18854
-4.22364,0.399121,-3.89623,3.74719,-2.21201
-3.19824,0.0800163,-2.52033,3.41662,-2.17064
-3.15552,-0.247318,-0.490715,3.06305,-2.06952
-4.46778,-0.543735,1.25864,2.68979,-1.91544
-4.97437,-0.773956,2.14994,2.30035,-1.7165
-4.99878,-0.910942,2.18883,1.89839,-1.48173
-3.86963,-0.939186,1.78779,1.4877,-1.22072
-1.63574,-0.85655,1.36687,1.07214,-0.943198
-0.170899,-0.674425,1.04571,0.655661,-0.658676
-0.726319,-0.416182,0.637061,0.242196,-0.376106
-3.25318,-0.114122,-0.0943596,-0.164325,-0.103602
-5.91431,0.194697,-1.13992,-0.560042,0.151787
-6.61621,0.473157,-2.15939,-0.941201,0.384241
-6.42701,0.688671,-2.66166,-1.3042,0.589259
-5.81055,0.817064,-2.31219,-1.64561,0.763686
-5.15747,0.845299,-1.14456,-1.96223,0.905656
-4.44336,0.772733,0.453835,-2.25109,1.0145
-3.50342,0.610795,1.93915,-2.5095,1.09062
-1.66016,0.381204,2.83857,-2.73506,1.13539
-0.109863,0.113047,2.88312,-2.92571,1.15093
-0.109863,-0.160918,2.03479,-3.07973,1.13999
-2.69776,-0.408303,0.479236,-3.19579,1.1057
-5.80445,-0.600985,-1.36972,-3.27291,1.05145
